Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP102708,Male,Yes,3+,Graduate,No,12733,1075,313,360,0.0,Rural,N
LP102709,Male,Yes,0,Graduate,No,4197,0,127,360,1.0,Semiurban,Y
LP102710,Male,No,0,Graduate,Yes,5023,4997,212,360,1.0,Rural,Y
LP102711,Male,Yes,0,Not Graduate,No,4872,2441,156,360,1.0,Urban,Y
LP102712,Male,Yes,0,Graduate,No,2146,1157,106,360,1.0,Semiurban,Y
LP102713,Male,Yes,0,Graduate,No,7653,0,372,360,1.0,Urban,Y
LP102714,Male,Yes,1,Not Graduate,No,2346,0,84,360,1.0,Semiurban,Y
LP102715,Male,Yes,0,Not Graduate,No,8966,0,402,360,1.0,Urban,Y
LP102716,Male,No,0,Graduate,No,3526,0,169,360,1.0,Semiurban,N
LP102717,Female,Yes,0,Not Graduate,No,5798,3656,170,180,1.0,Rural,Y
LP102718,Female,Yes,3+,Graduate,No,1061,0,22,360,1.0,Urban,Y
LP102719,Male,Yes,0,Graduate,No,2194,1334,89,360,1.0,Urban,N
LP102720,Female,Yes,1,Graduate,No,3563,985,166,360,1.0,Urban,Y
LP102721,Female,No,0,Graduate,No,1370,0,24,360,1.0,Semiurban,Y
LP102722,Female,Yes,0,Graduate,No,5827,0,248,240,1.0,Urban,Y
LP102723,Male,Yes,0,Graduate,Yes,5471,0,94,360,1.0,Rural,Y
LP102724,Male,No,0,Graduate,Yes,2671,0,55,360,0.0,Semiurban,Y
LP102725,Male,Yes,0,Graduate,No,4151,1942,173,360,1.0,Semiurban,Y
LP102726,Male,No,0,Graduate,No,6525,0,225,360,0.0,Semiurban,N
LP102727,Male,No,0,Graduate,No,1317,1630,135,360,1.0,Urban,Y
LP102728,Male,No,1,Graduate,No,2078,0,101,360,0.0,Urban,N
LP102729,Male,Yes,0,Graduate,No,3482,671,191,360,1.0,Semiurban,Y
LP102730,Male,No,1,Graduate,Yes,4666,0,87,360,1.0,Rural,Y
LP102731,Male,No,0,Graduate,No,4054,0,150,360,1.0,Urban,Y
LP102732,Male,Yes,1,Graduate,No,6829,1308,248,360,1.0,Urban,Y
LP102733,Female,Yes,0,Graduate,No,5444,0,106,360,1.0,Urban,Y
LP102734,Female,Yes,1,Graduate,Yes,6756,0,233,360,1.0,Urban,Y
LP102735,Female,Yes,3+,Not Graduate,No,1526,5356,189,360,1.0,Urban,Y
LP102736,Female,Yes,3+,Graduate,No,4534,0,123,360,0.0,Semiurban,N
LP102737,Male,Yes,0,Graduate,No,3536,0,65,360,1.0,Rural,Y
LP102738,Female,Yes,2,Graduate,Yes,10293,3739,691,360,1.0,Urban,Y
LP102739,Male,Yes,0,Graduate,No,4609,4011,348,360,1.0,Semiurban,Y
LP102740,Male,Yes,3+,Graduate,No,2898,1345,105,360,1.0,Urban,Y
LP102741,Male,Yes,0,Graduate,No,6692,3561,483,180,1.0,Semiurban,Y
LP102742,Male,No,0,Not Graduate,No,4467,0,215,360,0.0,Semiurban,N
LP102743,Male,Yes,0,Graduate,No,2665,0,116,360,0.0,Rural,N
LP102744,Male,Yes,0,Graduate,No,3457,2177,215,360,0.0,Urban,N
LP102745,Female,Yes,1,Not Graduate,No,2731,1590,122,120,1.0,Urban,Y
LP102746,Male,Yes,3+,Graduate,No,8224,1540,295,180,1.0,Semiurban,Y
LP102747,Male,No,1,Graduate,No,4682,3608,256,360,0.0,Semiurban,N
LP102748,Female,No,1,Not Graduate,No,4887,0,236,360,0.0,Urban,N
LP102749,Male,Yes,2,Graduate,No,3192,1057,177,360,1.0,Urban,Y
LP102750,Male,No,0,Graduate,No,5034,2995,202,360,1.0,Semiurban,Y
LP102751,Male,Yes,0,Not Graduate,No,6711,1913,318,360,1.0,Urban,Y
LP102752,Male,Yes,0,Graduate,No,3433,3622,252,240,1.0,Rural,Y
LP102753,Male,Yes,0,Not Graduate,No,3491,2477,259,36,1.0,Semiurban,Y
LP102754,Female,No,0,Graduate,No,1978,898,53,360,1.0,Urban,Y
LP102755,Male,Yes,0,Graduate,No,2748,2075,191,120,1.0,Semiurban,Y
LP102756,Male,No,0,Graduate,No,3484,0,93,360,1.0,Urban,Y
LP102757,Female,No,0,Graduate,No,2336,2299,91,360,1.0,Semiurban,Y
LP102758,Male,Yes,2,Graduate,No,8663,1509,413,360,1.0,Semiurban,Y
LP102759,Male,Yes,0,Graduate,No,2641,1695,115,360,1.0,Semiurban,Y
LP102760,Male,No,0,Graduate,No,6454,0,262,300,1.0,Rural,Y
LP102761,Male,Yes,1,Graduate,No,4640,0,96,180,0.0,Urban,N
LP102762,Male,Yes,0,Graduate,No,4259,831,252,360,1.0,Rural,Y
LP102763,Male,Yes,0,Graduate,No,9482,2525,518,180,0.0,Rural,N
LP102764,Male,Yes,0,Graduate,No,1208,1185,60,360,1.0,Urban,Y
LP102765,Female,Yes,0,Graduate,No,3759,0,154,360,1.0,Urban,Y
LP102766,Male,Yes,0,Not Graduate,No,1809,0,36,360,1.0,Urban,Y
LP102767,Male,Yes,0,Graduate,No,1424,909,88,120,1.0,Urban,Y
LP102768,Male,Yes,0,Graduate,No,2170,1564,64,120,1.0,Semiurban,Y
LP102769,Male,No,1,Not Graduate,No,3308,0,88,12,1.0,Urban,Y
LP102770,Male,No,0,Graduate,No,2810,0,138,360,1.0,Rural,Y
LP102771,Male,Yes,0,Graduate,No,6856,2944,188,360,1.0,Urban,Y
LP102772,Female,Yes,0,Graduate,No,3722,2211,213,360,1.0,Urban,Y
LP102773,Male,No,2,Not Graduate,No,2741,860,63,360,1.0,Urban,Y
LP102774,Male,Yes,0,Graduate,No,3511,4767,318,360,1.0,Urban,Y
LP102775,Male,Yes,1,Not Graduate,No,3104,1722,119,360,0.0,Rural,N
LP102776,Male,No,2,Not Graduate,No,2603,0,67,360,1.0,Semiurban,Y
LP102777,Male,No,0,Graduate,No,2622,1469,110,360,1.0,Urban,Y
LP102778,Male,No,0,Graduate,No,7214,0,160,360,1.0,Rural,Y
LP102779,Male,No,0,Graduate,No,2971,0,142,360,1.0,Rural,Y
LP102780,Male,Yes,0,Graduate,Yes,3730,1328,236,240,1.0,Semiurban,Y
LP102781,Female,Yes,0,Graduate,No,5303,0,241,360,1.0,Rural,Y
LP102782,Female,No,0,Not Graduate,No,3905,0,73,360,0.0,Semiurban,N
LP102783,Female,Yes,0,Graduate,No,2562,2885,126,60,1.0,Semiurban,Y
LP102784,Female,Yes,0,Graduate,No,6342,611,253,360,1.0,Urban,Y
LP102785,Male,No,2,Graduate,Yes,6191,1855,394,360,0.0,Urban,N
LP102786,Female,No,0,Graduate,No,4618,0,167,360,1.0,Semiurban,Y
LP102787,Male,Yes,3+,Graduate,No,3303,1021,114,360,1.0,Rural,N
LP102788,Female,No,3+,Graduate,No,3348,4912,360,360,1.0,Semiurban,Y
LP102789,Female,No,3+,Graduate,No,3747,0,74,84,0.0,Rural,N
LP102790,Male,No,2,Graduate,No,2127,1651,173,360,1.0,Urban,Y
LP102791,Female,Yes,0,Not Graduate,No,3207,2577,284,360,1.0,Semiurban,Y
LP102792,Male,Yes,0,Graduate,No,6839,0,334,360,1.0,Semiurban,N
LP102793,Male,Yes,0,Graduate,Yes,7458,4234,236,60,1.0,Semiurban,Y
LP102794,Male,Yes,0,Graduate,No,3396,3675,242,360,1.0,Semiurban,Y
LP102795,Male,Yes,2,Graduate,No,7518,0,267,360,1.0,Urban,Y
LP102796,Male,Yes,3+,Graduate,Yes,13139,2884,350,240,1.0,Urban,Y
LP102797,Male,Yes,0,Graduate,Yes,3871,824,160,240,1.0,Rural,Y
LP102798,Female,No,0,Not Graduate,No,4793,0,180,360,1.0,Urban,Y
LP102799,Male,Yes,0,Graduate,No,1206,1883,82,360,1.0,Semiurban,Y
LP102800,Female,No,0,Not Graduate,No,1640,0,43,360,1.0,Semiurban,Y
LP102801,Female,No,0,Graduate,No,4402,0,75,360,0.0,Urban,N
LP102802,Female,Yes,0,Not Graduate,No,1884,3662,269,360,1.0,Rural,Y
LP102803,Female,No,2,Graduate,No,12853,1066,600,360,1.0,Semiurban,Y
LP102804,Male,Yes,0,Graduate,No,5817,0,242,360,1.0,Rural,Y
LP102805,Female,Yes,2,Graduate,No,7122,7700,165,360,0.0,Semiurban,N
LP102806,Male,No,1,Not Graduate,No,3225,0,119,36,1.0,Semiurban,Y
LP102807,Male,Yes,2,Not Graduate,No,1887,0,40,120,1.0,Rural,Y
LP102808,Male,No,0,Graduate,No,3148,2051,198,360,0.0,Rural,N
LP102809,Male,Yes,2,Graduate,No,4816,2053,252,180,0.0,Rural,N
LP102810,Male,No,1,Graduate,Yes,3243,0,145,180,1.0,Semiurban,Y
LP102811,Male,Yes,0,Not Graduate,No,4740,2892,183,360,1.0,Urban,N
LP102812,Male,Yes,0,Not Graduate,No,4846,0,77,360,0.0,Urban,N
LP102813,Male,Yes,3+,Not Graduate,Yes,3614,1977,263,180,1.0,Rural,Y
LP102814,Male,No,0,Not Graduate,No,1201,1701,136,360,1.0,Rural,Y
LP102815,Male,No,0,Not Graduate,No,8415,0,260,180,1.0,Semiurban,Y
LP102816,Male,Yes,0,Graduate,No,3725,1483,165,360,1.0,Urban,Y
LP102817,Male,Yes,1,Not Graduate,No,14541,721,495,60,1.0,Semiurban,Y
LP102818,Male,Yes,2,Graduate,No,5995,2394,280,360,1.0,Urban,Y
LP102819,Male,No,0,Not Graduate,No,2919,0,128,360,0.0,Semiurban,N
LP102820,Female,Yes,0,Graduate,No,5356,1822,288,120,1.0,Semiurban,Y
LP102821,Male,No,3+,Graduate,No,1379,0,24,360,0.0,Rural,N
LP102822,Male,No,2,Graduate,No,7362,0,292,360,1.0,Urban,Y
LP102823,Male,Yes,2,Graduate,Yes,18899,3441,441,360,1.0,Semiurban,Y
LP102824,Male,Yes,0,Graduate,No,1327,843,39,360,1.0,Urban,Y
LP102825,Female,Yes,0,Graduate,No,3575,3034,191,360,1.0,Semiurban,Y
LP102826,Male,No,0,Graduate,No,3951,1530,97,360,1.0,Semiurban,Y
LP102827,Male,Yes,1,Graduate,No,6776,1976,385,120,1.0,Rural,Y
LP102828,Male,Yes,0,Graduate,No,13334,1324,457,360,1.0,Urban,Y
LP102829,Male,Yes,0,Graduate,No,5169,1011,220,360,1.0,Urban,Y
LP102830,Male,Yes,0,Not Graduate,No,10643,4725,541,360,1.0,Rural,Y
LP102831,Male,Yes,0,Graduate,No,4599,3260,387,300,1.0,Urban,Y
LP102832,Male,Yes,2,Graduate,No,5367,2942,391,180,1.0,Urban,Y
LP102833,Male,Yes,0,Graduate,No,5016,3447,378,360,1.0,Semiurban,Y
LP102834,Male,No,1,Graduate,No,8192,0,233,360,1.0,Semiurban,Y
LP102835,Female,Yes,3+,Graduate,No,3319,0,67,360,1.0,Urban,Y
LP102836,Female,Yes,0,Graduate,No,6567,1342,282,360,1.0,Urban,Y
LP102837,Male,No,1,Graduate,No,2128,4567,204,360,1.0,Rural,Y
LP102838,Male,Yes,3+,Graduate,No,3581,4329,181,360,1.0,Semiurban,Y
LP102839,Male,No,3+,Graduate,No,2950,2511,101,360,1.0,Urban,Y
LP102840,Male,No,0,Graduate,No,4395,0,133,360,1.0,Urban,Y
LP102841,Male,Yes,0,Graduate,No,3519,959,169,360,0.0,Semiurban,N
LP102842,Female,Yes,0,Not Graduate,Yes,6719,2292,332,360,1.0,Urban,Y
LP102843,Female,No,0,Graduate,No,2582,0,109,360,1.0,Rural,N
LP102844,Male,Yes,1,Graduate,No,1616,996,82,180,1.0,Semiurban,Y
LP102845,Male,Yes,0,Graduate,No,1985,0,52,360,0.0,Semiurban,Y
LP102846,Female,No,0,Graduate,No,7234,0,245,360,1.0,Rural,Y
LP102847,Male,Yes,0,Graduate,Yes,2702,0,133,360,1.0,Semiurban,Y
LP102848,Male,No,1,Graduate,No,5211,0,86,360,1.0,Urban,Y
LP102849,Male,Yes,0,Graduate,No,3560,1272,162,360,1.0,Semiurban,Y
LP102850,Male,Yes,1,Graduate,No,6589,2946,253,180,1.0,Semiurban,Y
LP102851,Male,Yes,0,Graduate,No,3688,3174,128,360,1.0,Urban,Y
LP102852,Male,No,0,Graduate,No,19152,2302,648,360,1.0,Urban,Y
LP102853,Female,No,0,Graduate,No,11893,0,445,360,1.0,Semiurban,Y
LP102854,Male,No,0,Not Graduate,No,2755,0,92,360,0.0,Urban,N
LP102855,Male,Yes,0,Graduate,No,3265,2074,86,120,0.0,Semiurban,N
LP102856,Male,Yes,0,Graduate,No,23448,1605,700,360,1.0,Semiurban,Y
LP102857,Male,Yes,0,Graduate,No,2313,2268,106,360,1.0,Semiurban,Y
LP102858,Male,Yes,0,Graduate,No,4062,1648,154,360,1.0,Semiurban,Y
LP102859,Male,Yes,0,Graduate,No,4239,1673,153,360,1.0,Urban,Y
LP102860,Female,Yes,1,Graduate,No,4182,2198,287,120,0.0,Urban,N
LP102861,Male,Yes,0,Not Graduate,Yes,1385,0,23,300,1.0,Urban,Y
LP102862,Female,No,1,Graduate,No,5502,0,150,360,1.0,Urban,Y
LP102863,Male,Yes,1,Graduate,No,2455,1632,118,240,1.0,Urban,Y
LP102864,Male,No,1,Graduate,No,9224,2772,440,360,1.0,Semiurban,Y
LP102865,Male,Yes,3+,Not Graduate,No,1471,0,63,360,1.0,Rural,Y
LP102866,Male,Yes,0,Graduate,No,4326,2816,289,360,0.0,Semiurban,N
LP102867,Male,Yes,1,Graduate,No,1238,4018,217,180,0.0,Rural,N
LP102868,Male,Yes,3+,Graduate,Yes,1408,0,31,360,1.0,Rural,Y
LP102869,Male,Yes,2,Graduate,No,2639,1297,185,360,1.0,Rural,N
LP102870,Female,Yes,0,Graduate,No,2852,1816,138,360,1.0,Rural,Y
LP102871,Female,Yes,0,Not Graduate,No,7338,1936,143,120,1.0,Semiurban,Y
LP102872,Female,No,0,Graduate,No,4095,0,157,360,1.0,Semiurban,Y
LP102873,Male,No,1,Graduate,No,8524,0,308,360,1.0,Urban,Y
LP102874,Female,No,1,Not Graduate,No,2659,1895,88,360,1.0,Semiurban,Y
LP102875,Male,Yes,0,Graduate,No,5844,0,284,360,1.0,Semiurban,Y
LP102876,Male,Yes,0,Graduate,No,2809,2274,176,360,1.0,Semiurban,Y
LP102877,Male,Yes,1,Graduate,No,2706,1985,147,360,1.0,Semiurban,Y
LP102878,Male,Yes,0,Graduate,No,1538,2306,111,360,1.0,Semiurban,Y
LP102879,Male,Yes,2,Graduate,Yes,5540,1016,146,360,1.0,Semiurban,Y
LP102880,Male,Yes,2,Graduate,No,4836,1006,282,180,0.0,Semiurban,N
LP102881,Female,Yes,0,Not Graduate,No,5025,771,229,240,1.0,Semiurban,Y
LP102882,Male,Yes,1,Not Graduate,No,3688,2262,207,360,1.0,Rural,N
LP102883,Male,Yes,0,Graduate,No,12761,0,473,360,1.0,Rural,Y
LP102884,Male,No,0,Graduate,No,4613,0,205,360,1.0,Rural,Y
LP102885,Female,No,3+,Graduate,No,7225,0,269,360,1.0,Urban,Y
LP102886,Male,Yes,2,Graduate,Yes,3854,4782,164,360,0.0,Rural,N
LP102887,Male,No,0,Graduate,No,2540,0,100,360,1.0,Urban,Y
LP102888,Female,Yes,0,Graduate,Yes,6835,1922,304,360,1.0,Rural,Y
LP102889,Female,No,0,Graduate,No,3987,0,195,180,1.0,Urban,Y
LP102890,Male,No,0,Not Graduate,No,5178,0,211,360,1.0,Semiurban,N
LP102891,Male,Yes,0,Graduate,No,5084,0,137,360,1.0,Semiurban,Y
LP102892,Male,Yes,0,Graduate,No,2707,1631,86,120,0.0,Semiurban,N
LP102893,Male,No,0,Graduate,No,7560,0,241,360,1.0,Semiurban,Y
LP102894,Male,Yes,0,Graduate,No,2593,2057,180,360,1.0,Semiurban,Y
LP102895,Female,No,0,Not Graduate,No,4622,0,98,360,1.0,Semiurban,N
LP102896,Male,Yes,3+,Not Graduate,No,6631,2494,344,360,1.0,Urban,Y
LP102897,Male,Yes,1,Graduate,No,3389,1420,211,240,1.0,Semiurban,Y
LP102898,Male,Yes,0,Graduate,No,7907,0,162,360,1.0,Urban,Y
LP102899,Male,Yes,0,Graduate,No,5211,976,246,360,0.0,Semiurban,N
LP102900,Male,No,0,Graduate,No,6690,0,116,120,1.0,Urban,Y
LP102901,Male,No,0,Graduate,No,2643,1634,65,360,1.0,Semiurban,Y
LP102902,Male,Yes,0,Graduate,No,4711,2295,113,360,1.0,Semiurban,Y
LP102903,Male,Yes,2,Graduate,No,1930,3484,201,12,1.0,Urban,Y
LP102904,Male,No,1,Graduate,No,10732,0,527,360,0.0,Semiurban,N
LP102905,Male,Yes,1,Graduate,No,1383,0,58,360,1.0,Semiurban,Y
LP102906,Female,Yes,0,Graduate,No,3445,3025,155,240,1.0,Rural,Y
LP102907,Male,Yes,3+,Graduate,No,2508,0,44,360,1.0,Rural,Y
LP102908,Male,No,3+,Graduate,Yes,6675,2348,330,120,1.0,Semiurban,Y
LP102909,Male,No,0,Graduate,No,12063,2521,220,360,1.0,Semiurban,Y
LP102910,Male,Yes,0,Graduate,No,6003,2945,382,120,1.0,Semiurban,Y
LP102911,Male,Yes,0,Graduate,No,21343,0,502,360,1.0,Urban,Y
LP102912,Male,No,0,Not Graduate,No,1536,1619,80,360,1.0,Urban,Y
LP102913,Female,No,1,Not Graduate,No,1602,0,43,360,1.0,Rural,Y
LP102914,Male,Yes,0,Not Graduate,No,2005,1677,154,360,1.0,Semiurban,Y
LP102915,Male,Yes,0,Graduate,No,4476,0,109,360,1.0,Semiurban,Y
LP102916,Male,No,0,Graduate,No,2380,0,59,360,0.0,Urban,N
LP102917,Female,Yes,0,Graduate,No,2769,2537,180,120,1.0,Urban,N
LP102918,Male,Yes,2,Graduate,No,5890,0,184,180,0.0,Urban,N
LP102919,Male,Yes,0,Graduate,Yes,2330,1242,173,300,0.0,Semiurban,N
LP102920,Male,Yes,1,Graduate,No,2245,0,54,240,1.0,Semiurban,N
LP102921,Male,Yes,0,Graduate,No,3363,0,61,180,1.0,Semiurban,Y
LP102922,Female,Yes,0,Graduate,No,3542,1280,164,240,1.0,Semiurban,Y
LP102923,Male,No,0,Not Graduate,No,5711,0,123,360,0.0,Rural,N
LP102924,Male,Yes,1,Graduate,No,2551,1163,109,180,0.0,Semiurban,N
LP102925,Female,Yes,0,Not Graduate,No,2205,0,48,180,0.0,Rural,N
LP102926,Female,Yes,0,Graduate,No,5766,2269,368,360,0.0,Semiurban,N
LP102927,Female,No,0,Graduate,Yes,7157,0,189,300,1.0,Urban,Y
LP102928,Male,No,0,Graduate,No,9187,0,387,360,1.0,Rural,Y
LP102929,Male,Yes,3+,Graduate,No,5420,1948,355,360,1.0,Urban,Y
LP102930,Male,No,0,Graduate,No,4498,3669,391,360,1.0,Urban,Y
LP102931,Male,Yes,0,Graduate,No,5745,974,224,360,1.0,Semiurban,Y
LP102932,Male,No,0,Graduate,No,3614,1042,230,360,1.0,Semiurban,N
LP102933,Male,Yes,2,Graduate,No,3600,1008,175,360,1.0,Urban,Y
LP102934,Male,No,0,Graduate,No,1578,2573,81,180,1.0,Semiurban,Y
LP102935,Male,Yes,1,Graduate,No,6844,2708,440,180,1.0,Semiurban,Y
LP102936,Female,Yes,2,Graduate,No,4704,1505,195,180,1.0,Semiurban,Y
LP102937,Male,No,0,Not Graduate,No,5024,0,102,360,1.0,Semiurban,Y
LP102938,Male,Yes,0,Graduate,No,890,4276,221,360,1.0,Semiurban,Y
LP102939,Male,Yes,0,Graduate,No,4080,1317,199,120,1.0,Urban,Y
LP102940,Male,Yes,2,Graduate,No,2615,0,120,360,0.0,Urban,N
LP102941,Male,No,0,Not Graduate,No,7483,0,329,360,1.0,Urban,Y
LP102942,Male,Yes,0,Graduate,No,5870,0,154,360,1.0,Semiurban,Y
LP102943,Male,Yes,1,Graduate,No,4763,2913,184,360,1.0,Semiurban,Y
LP102944,Male,No,0,Graduate,No,3302,0,134,60,1.0,Semiurban,N
LP102945,Male,Yes,0,Graduate,No,5209,1709,243,120,1.0,Semiurban,Y
LP102946,Male,Yes,0,Graduate,Yes,2764,574,58,360,1.0,Semiurban,Y
LP102947,Male,No,0,Graduate,No,3964,0,165,360,1.0,Urban,Y
LP102948,Male,Yes,0,Not Graduate,No,2384,6825,187,360,1.0,Urban,Y
LP102949,Female,Yes,0,Graduate,No,14564,540,538,360,0.0,Rural,Y
LP102950,Female,Yes,2,Not Graduate,No,7355,849,148,360,1.0,Semiurban,Y
LP102951,Male,No,0,Not Graduate,No,5880,2209,180,360,1.0,Semiurban,Y
LP102952,Male,Yes,2,Graduate,No,1845,1976,130,84,1.0,Semiurban,Y
LP102953,Male,No,1,Graduate,No,6735,0,132,240,1.0,Semiurban,Y
LP102954,Female,No,0,Graduate,Yes,5107,0,121,240,1.0,Semiurban,Y
LP102955,Male,Yes,1,Not Graduate,No,6422,2426,414,360,1.0,Urban,Y
LP102956,Male,No,0,Graduate,No,4999,3403,331,360,1.0,Rural,Y
LP102957,Female,Yes,3+,Graduate,Yes,4589,11028,402,360,1.0,Urban,N
LP102958,Male,Yes,2,Graduate,No,4762,4378,418,360,1.0,Urban,Y
LP102959,Female,No,0,Not Graduate,Yes,1335,917,54,120,1.0,Urban,Y
LP102960,Male,No,0,Not Graduate,No,2149,1984,147,300,1.0,Semiurban,N
LP102961,Male,Yes,0,Graduate,No,5141,2850,223,360,0.0,Semiurban,N
LP102962,Male,Yes,0,Graduate,No,7836,1322,378,360,1.0,Semiurban,Y
LP102963,Female,Yes,0,Graduate,No,3093,0,87,360,1.0,Rural,Y
LP102964,Female,Yes,0,Graduate,No,4094,0,97,360,0.0,Urban,N
LP102965,Male,Yes,1,Not Graduate,No,1358,4198,202,360,1.0,Semiurban,Y
LP102966,Male,Yes,0,Graduate,No,9343,3234,517,300,0.0,Semiurban,N
LP102967,Male,No,2,Graduate,No,7726,0,261,360,1.0,Rural,N
LP102968,Female,Yes,2,Graduate,No,5993,1363,295,12,1.0,Urban,Y
LP102969,Male,Yes,0,Graduate,No,5237,920,183,360,1.0,Rural,Y
LP102970,Male,No,2,Graduate,No,9835,0,421,360,1.0,Urban,Y
LP102971,Male,No,0,Graduate,No,2689,0,95,360,1.0,Rural,Y
LP102972,Female,Yes,0,Graduate,No,2534,0,55,240,1.0,Semiurban,Y
LP102973,Male,Yes,1,Graduate,No,7507,0,347,360,1.0,Rural,Y
LP102974,Male,Yes,0,Graduate,No,7235,0,320,120,1.0,Urban,Y
LP102975,Male,Yes,0,Graduate,No,2172,952,152,360,1.0,Urban,Y
LP102976,Female,Yes,2,Graduate,No,3126,0,109,240,1.0,Urban,Y
LP102977,Male,No,3+,Graduate,No,10602,0,410,360,1.0,Semiurban,Y
LP102978,Male,Yes,1,Graduate,No,5251,2414,347,360,1.0,Semiurban,Y
LP102979,Female,Yes,2,Graduate,No,6456,0,109,360,1.0,Rural,Y
LP102980,Male,Yes,0,Graduate,No,2213,0,104,360,1.0,Semiurban,Y
LP102981,Male,Yes,0,Graduate,No,6008,0,147,360,1.0,Urban,Y
LP102982,Male,Yes,1,Graduate,No,1918,3202,165,360,1.0,Urban,Y
LP102983,Female,No,0,Not Graduate,No,1103,0,26,180,1.0,Urban,Y
LP102984,Male,Yes,0,Graduate,No,6245,2990,328,180,1.0,Rural,Y
LP102985,Female,Yes,0,Graduate,No,9216,0,154,360,1.0,Rural,Y
LP102986,Male,Yes,1,Graduate,No,3642,4297,119,12,1.0,Rural,Y
LP102987,Male,No,0,Graduate,No,3100,0,116,84,1.0,Semiurban,Y
LP102988,Male,Yes,1,Graduate,No,10729,1266,370,300,1.0,Urban,Y
LP102989,Female,Yes,0,Graduate,No,3762,3395,319,360,1.0,Urban,Y
LP102990,Male,No,0,Graduate,No,4038,0,97,360,1.0,Semiurban,Y
LP102991,Female,Yes,0,Graduate,No,10630,8980,487,360,1.0,Rural,Y
LP102992,Male,Yes,0,Graduate,No,3447,1238,83,360,1.0,Urban,Y
LP102993,Male,Yes,2,Not Graduate,No,2287,0,77,360,1.0,Urban,Y
LP102994,Male,Yes,0,Graduate,No,6557,1076,212,360,1.0,Semiurban,Y
LP102995,Female,Yes,0,Not Graduate,No,2215,0,60,360,1.0,Semiurban,Y
LP102996,Male,No,0,Graduate,No,3867,0,120,360,1.0,Urban,Y
LP102997,Male,Yes,0,Graduate,No,2027,2260,192,360,1.0,Rural,Y
LP102998,Male,Yes,0,Graduate,No,4637,2765,138,360,0.0,Urban,Y
LP102999,Female,Yes,0,Graduate,No,4347,2729,236,360,1.0,Rural,Y
LP103000,Male,Yes,3+,Graduate,No,7131,1735,194,360,1.0,Urban,Y
LP103001,Male,Yes,1,Graduate,No,6709,1728,189,360,1.0,Urban,Y
LP103002,Male,No,0,Graduate,No,5671,0,136,360,1.0,Urban,Y
LP103003,Male,Yes,0,Graduate,No,5201,1312,202,240,0.0,Urban,N
LP103004,Male,No,0,Graduate,No,4022,0,130,360,0.0,Semiurban,N
LP103005,Male,Yes,0,Graduate,No,5855,2249,369,360,1.0,Semiurban,Y
LP103006,Female,Yes,1,Not Graduate,No,1777,3061,224,240,1.0,Semiurban,Y
LP103007,Male,Yes,2,Graduate,No,1150,2879,143,360,1.0,Semiurban,Y
LP103008,Male,Yes,0,Not Graduate,No,6209,5086,281,360,1.0,Urban,N
LP103009,Male,Yes,2,Graduate,No,6067,1115,313,360,1.0,Urban,N
LP103010,Male,Yes,0,Not Graduate,No,3056,0,131,360,1.0,Rural,Y
LP103011,Male,No,0,Graduate,No,7561,0,325,360,1.0,Rural,N
LP103012,Male,Yes,0,Graduate,No,2800,0,44,360,1.0,Urban,Y
LP103013,Male,Yes,0,Graduate,No,2841,1478,179,360,1.0,Semiurban,Y
LP103014,Male,Yes,2,Graduate,No,2632,3996,297,360,1.0,Semiurban,Y
LP103015,Male,Yes,0,Graduate,No,5721,0,207,360,0.0,Urban,N
LP103016,Male,Yes,0,Graduate,No,1753,2561,178,240,1.0,Semiurban,Y
LP103017,Male,Yes,3+,Not Graduate,No,2149,2382,191,360,1.0,Semiurban,Y
LP103018,Male,Yes,2,Graduate,No,4910,2045,228,360,1.0,Urban,Y
LP103019,Female,No,2,Graduate,No,2159,1652,166,120,1.0,Urban,Y
LP103020,Male,No,3+,Graduate,No,2912,0,124,360,1.0,Semiurban,Y
LP103021,Male,Yes,0,Graduate,No,1241,1829,144,360,1.0,Urban,Y
LP103022,Male,Yes,2,Graduate,No,5843,5971,558,360,0.0,Urban,N
LP103023,Male,No,1,Graduate,No,2868,0,96,360,1.0,Semiurban,N
LP103024,Male,Yes,2,Not Graduate,Yes,1969,0,32,360,0.0,Semiurban,N
LP103025,Male,Yes,2,Graduate,No,2054,3062,80,360,1.0,Urban,Y
LP103026,Female,Yes,0,Graduate,No,3327,0,159,360,1.0,Rural,Y
LP103027,Male,Yes,2,Graduate,No,1756,2565,116,36,1.0,Semiurban,Y
LP103028,Male,Yes,0,Not Graduate,No,9537,810,165,360,1.0,Urban,Y
LP103029,Male,Yes,0,Graduate,No,1128,0,35,360,0.0,Semiurban,N
LP103030,Male,Yes,0,Not Graduate,No,2558,3939,158,60,1.0,Semiurban,Y
LP103031,Male,Yes,3+,Graduate,Yes,4885,1884,241,360,1.0,Urban,Y
LP103032,Male,No,0,Graduate,No,2733,1179,166,360,1.0,Semiurban,Y
LP103033,Male,Yes,0,Graduate,Yes,5176,3216,201,300,1.0,Semiurban,Y
LP103034,Male,Yes,0,Graduate,No,2697,1003,152,360,1.0,Semiurban,Y
LP103035,Male,Yes,3+,Graduate,No,9714,0,374,360,1.0,Semiurban,Y
LP103036,Male,No,0,Graduate,No,2263,0,76,360,1.0,Semiurban,Y
